Name,R_grp_SMILES,SMILE,Comments (Stanley),Name_Aaron,Comments (Aaron),Comments (after matching),Important comments for Group Meeting,"40, 67, 97,208,225"
IEIC2,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4c([R27])cc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)s4)sc3c3cc4c(c5sc(c6c([R27])cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s6)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4c(CCCC)cc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)s4)sc3c3cc4c(c5sc(c6c(CCCC)cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s6)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,IEIC2,,,,
IEIC3,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4c([R14])cc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)s4)sc3c3cc4c(c5sc(c6c([R14])cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s6)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4c(CCCCCC)cc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)s4)sc3c3cc4c(c5sc(c6c(CCCCCC)cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s6)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,IEIC3,,,,
IT-DM,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(C)c(C)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(C)c(C)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cc(C)c(C)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(C)c(C)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,IT-DM,,,,
ITIC-SC6,O=C1c2c(C(/C1=C/c1cc3sc4c(C(c5ccc(S[R14])cc5)(c5ccc(S[R14])cc5)c5c4cc(C(c4ccc(S[R14])cc4)(c4c6sc7c4sc(/C=C4/C(c8c(C4=O)cccc8)=C(C#N)/C#N)c7)c4ccc(S[R14])cc4)c6c5)c3s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1cc3sc4c(C(c5ccc(SCCCCCC)cc5)(c5ccc(SCCCCCC)cc5)c5c4cc(C(c4ccc(SCCCCCC)cc4)(c4c6sc7c4sc(/C=C4/C(c8c(C4=O)cccc8)=C(C#N)/C#N)c7)c4ccc(SCCCCCC)cc4)c6c5)c3s1)=C(C#N)\C#N)cccc2,,ITIC-SC6,,,,
ITIC-SC8,O=C1c2c(C(/C1=C/c1cc3sc4c(C(c5ccc(S[R2])cc5)(c5ccc(S[R2])cc5)c5c4cc(C(c4ccc(S[R2])cc4)(c4c6sc7c4sc(/C=C4/C(c8c(C4=O)cccc8)=C(C#N)/C#N)c7)c4ccc(S[R2])cc4)c6c5)c3s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1cc3sc4c(C(c5ccc(SCCCCCCCC)cc5)(c5ccc(SCCCCCCCC)cc5)c5c4cc(C(c4ccc(SCCCCCCCC)cc4)(c4c6sc7c4sc(/C=C4/C(c8c(C4=O)cccc8)=C(C#N)/C#N)c7)c4ccc(SCCCCCCCC)cc4)c6c5)c3s1)=C(C#N)\C#N)cccc2,,ITIC-SC8,,,,
ITIC-SC2C6,O=C1c2c(C(/C1=C/c1cc3sc4c(C(c5ccc(S[R4])cc5)(c5ccc(S[R4])cc5)c5c4cc(C(c4ccc(S[R4])cc4)(c4c6sc7c4sc(/C=C4/C(c8c(C4=O)cccc8)=C(C#N)/C#N)c7)c4ccc(S[R4])cc4)c6c5)c3s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1cc3sc4c(C(c5ccc(SCC(CC)CCCC)cc5)(c5ccc(SCC(CC)CCCC)cc5)c5c4cc(C(c4ccc(SCC(CC)CCCC)cc4)(c4c6sc7c4sc(/C=C4/C(c8c(C4=O)cccc8)=C(C#N)/C#N)c7)c4ccc(SCC(CC)CCCC)cc4)c6c5)c3s1)=C(C#N)\C#N)cccc2,,ITIC-SC2C6,,,,
IT-F,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc([R14])cc2)(c2ccc([R14])cc2)c2c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc3sc24)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc3sc24)cc1,"same structure, different labels",IT-F,Fluorines should be markush bonds,,,
IT-2F,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,"same structure, different labels",IT-2F,,,,
DICTiF,O=C1c2c(C(/C1=C/c1ccc(c3cc(C4([R4])[R4])c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)cc4)cc5)cc3)s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1ccc(c3cc(C4(CC(CC)CCCC)CC(CC)CCCC)c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)cc4)cc5)cc3)s1)=C(C#N)\C#N)cccc2,,DICTiF,,,,
BAF-4CN,[R15]C1([R15])c2cc(c3ccc(/C=C4C(N(CCCCCC)/C(S\4)=C(C#N)/C#N)=O)c4nsnc34)ccc2c2c1cc(c1c3c(nsn3)c(/C=C3S/C(N(C/3=O)CCCCCC)=C(C#N)/C#N)cc1)cc2,CCCCCCCCCCC1(CCCCCCCCCC)c2cc(c3ccc(/C=C4C(N(CCCCCC)/C(S\4)=C(C#N)/C#N)=O)c4nsnc34)ccc2c2c1cc(c1c3c(nsn3)c(/C=C3S/C(N(C/3=O)CCCCCC)=C(C#N)/C#N)cc1)cc2,,BAF-4CN,,,,
DCF-2HT,O=C1c2c(C(/C1=C/c1cc([R14])c(c3cc(C4([R2])[R2])c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)cc4[R14])cc5)cc3)s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1cc(CCCCCC)c(c3cc(C4(CCCCCCCC)CCCCCCCC)c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)cc4CCCCCC)cc5)cc3)s1)=C(C#N)\C#N)cccc2,,DCF-2HT,,,,
ITIC2,[R4]c1ccc(c2c(sc(c3c4cc(/C=C5/C(c6c(C5=O)cccc6)=C(C#N)/C#N)s3)c3C4(c4ccc([R14])cc4)c4ccc([R14])cc4)c3c(c3ccc([R4])s3)c3c2c2c(c4c(C(c5ccc([R14])cc5)2c2ccc([R14])cc2)cc(/C=C2/C(c5c(C2=O)cccc5)=C(C#N)/C#N)s4)s3)s1,CC(CC)CCCCc1ccc(c2c(sc(c3c4cc(/C=C5/C(c6c(C5=O)cccc6)=C(C#N)/C#N)s3)c3C4(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c3c(c3ccc(CC(CC)CCCC)s3)c3c2c2c(c4c(C(c5ccc(CCCCCC)cc5)2c2ccc(CCCCCC)cc2)cc(/C=C2/C(c5c(C2=O)cccc5)=C(C#N)/C#N)s4)s3)s1,,ITIC2,,,,
BT-CIC,O=C(C/1=C\C2=CC3=C(C4=C(C(C5=CC=C([R14])C=C5)3C6=CC=C([R14])C=C6)C7=C(C(O[R4])=C8C9=C(SC8=C7O[R4])C%10=C(C=C(S%10)/C=C%11C(C%12=C(C\%11=C(C#N)/C#N)C=C(Cl)C(Cl)=C%12)=O)C9(C%13=CC=C([R14])C=C%13)C%14=CC=C([R14])C=C%14)S4)S2)C%15=C(C1=C(C#N)/C#N)C=C(Cl)C(Cl)=C%15,O=C(c1cc(Cl)c(Cl)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2sc3c(OCC(CC)CCCC)c4c(C(c5ccc(CCCCCC)cc5)(c5ccc(CCCCCC)cc5)c5cc(/C=C6C(c7cc(Cl)c(O)cc7C\6=C(C#N)\C#N)=O)sc55)c5sc4c(OCC(CC)CCCC)c3c2C2(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2c1,,BT-CIC,,,,
IDIC1,O=C1c2ccccc2C(/C1=C/c1cc2c(c3cc4c(c5sc(/C=C6/C(c7ccccc7C6=O)=C(C#N)\C#N)cc5C4(c4ccc([R14])cc4)c4ccc([R14])cc4)cc3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1)=C(C#N)/C#N,O=C1c2ccccc2C(/C1=C/c1cc2c(c3cc4c(c5sc(/C=C6/C(c7ccccc7C6=O)=C(C#N)\C#N)cc5C4(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)cc3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1)=C(C#N)/C#N,,IDIC1,,,,
IHIC1,O=C1c2ccccc2C(/C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7/C(c8ccccc8C7=O)=C(C#N)\C#N)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)c4ccc3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1)=C(C#N)/C#N,O=C1c2ccccc2C(/C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7/C(c8ccccc8C7=O)=C(C#N)\C#N)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)c4ccc3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1)=C(C#N)/C#N,,IHIC1,,,,
NTIC-F,[R14]C1=CC=C(C2(C3=CC=C(C=C3)[R14])C4=C(C5=C2C6=C(C=C5)C7=C(C8=C(C(C9=CC=C([R14])C=C9)7C%10=CC=C(C=C%10)[R14])C=C(S8)/C=C%11/C(C%12=CC=C(F)C=C%12C%11=O)=C(C#N)/C#N)C=C6)SC(/C=C%13/C(C%14=CC=C(F)C=C%14C%13=O)=C(C#N)/C#N)=C4)C=C1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3c3c2ccc2c3ccc3c2c2sc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,,NTIC-F,Fluorines should be markush bonds. Disjointed structure,,,
NTIC-OMe,[R14]C1=CC=C(C2(C3=CC=C(C=C3)[R14])C4=C(C5=C2C6=C(C=C5)C7=C(C8=C(C(C9=CC=C([R14])C=C9)7C%10=CC=C(C=C%10)[R14])C=C(S8)/C=C%11/C(C%12=CC=C(OC)C=C%12C%11=O)=C(C#N)/C#N)C=C6)SC(/C=C%13/C(C%14=CC=C(OC)C=C%14C%13=O)=C(C#N)/C#N)=C4)C=C1,O=C1c2ccc(OC)cc2C(/C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7/C(c8cc(OC)ccc8C7=O)=C(C#N)\C#N)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)c4ccc3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1)=C(C#N)/C#N,,NTIC-Ome,,,,
NTIC-Me,[R14]C1=CC=C(C2(C3=CC=C(C=C3)[R14])C4=C(C5=C2C6=C(C=C5)C7=C(C8=C(C(C9=CC=C([R14])C=C9)7C%10=CC=C(C=C%10)[R14])C=C(S8)/C=C%11/C(C%12=CC=C(C)C=C%12C%11=O)=C(C#N)/C#N)C=C6)SC(/C=C%13/C(C%14=CC=C(C)C=C%14C%13=O)=C(C#N)/C#N)=C4)C=C1,O=C1c2ccc(C)cc2C(/C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7/C(c8cc(C)ccc8C7=O)=C(C#N)\C#N)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)c4ccc3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1)=C(C#N)/C#N,,NTIC-Me,,,,
Y6,Fc1cc(C2=O)c(C(/C2=C/c2sc3c4n([R4])c5c6n([R4])c(c(sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)c7[R20])c7s7)c7c6c6nsnc6c5c4sc3c2[R20])=C(C#N)\C#N)cc1F,Fc1cc(C2=O)c(C(/C2=C/c2sc3c4n(CC(CC)CCCC)c5c6n(CC(CC)CCCC)c(c(sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)c7CCCCCCCCCCC)c7s7)c7c6c6nsnc6c5c4sc3c2CCCCCCCCCCC)=C(C#N)\C#N)cc1F,,Y6,,,,
ITC6-IC,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5/C(c6c(C5=O)cccc6)=C(C#N)/C#N)c([R14])c4sc3c3cc4c(c5sc6c([R14])c(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)/C#N)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5/C(c6c(C5=O)cccc6)=C(C#N)/C#N)c(CCCCCC)c4sc3c3cc4c(c5sc6c(CCCCCC)c(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)/C#N)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,ITC6-IC,,,,
ZITI,[R7]C1(c2c(C(C([R7])3[R7])=C1c4c3cc5c(Cc6c5sc(/C=C7C(c8cc(F)ccc8C\7=C(C#N)\C#N)=O)c6)c4)cc(Cc9c%10sc(/C=C%11C(c%12cc(F)ccc%12C\%11=C(C#N)\C#N)=O)c9)c%10c2)[R7],CC(CCCCCC)CCCCCCCCC1(CC(CCCCCC)CCCCCCCC)c2cc3c(Cc4cc(/C=C5C(c6c(C\5=C(C#N)\C#N)ccc(F)c6)=O)sc43)cc2C2C(CC(CCCCCC)CCCCCCCC)(CC(CCCCCC)CCCCCCCC)c3cc4c(Cc5cc(/C=C6C(c7c(C\6=C(C#N)\C#N)ccc(F)c7)=O)sc54)cc3C21,,ZITI,,,,
ITCF,O=C1c2cc(F)c(C)cc2C(/C1=C/c1sc2c(C(c3ccc([R14])cc3)3c4ccc([R14])cc4)c(c4c3cc(c3sc5cc(/C=C6C(c7cc(F)c(C)cc7C\6=C(C#N)\C#N)=O)sc5c3C3(c5ccc([R14])cc5)c5ccc([R14])cc5)c3c4)sc2c1)=C(C#N)\C#N,O=C1c2cc(F)c(C)cc2C(/C1=C/c1sc2c(C(c3ccc(CCCCCC)cc3)3c4ccc(CCCCCC)cc4)c(c4c3cc(c3sc5cc(/C=C6C(c7cc(F)c(C)cc7C\6=C(C#N)\C#N)=O)sc5c3C3(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c3c4)sc2c1)=C(C#N)\C#N,,ITCF,,,,
ATT-7,O=C1N(/C(S/C1=C/C2=C3SC(C(O[R2])=O)=CC3=C(S2)C4=CC5=C(S4)C6=C(C5(C7=CC=CC(O[R14])=C7)C8=CC(O[R14])=CC=C8)C=C(C9=C(C=C(S9)C%10=C%11C=C(SC%11=C(S%10)/C=C%12C(N(/C(S\%12)=C(C#N)\C#N)[R36])=O)C(O[R2])=O)C%13(C%14=CC=CC(O[R14])=C%14)C%15=CC(O[R14])=CC=C%15)C%13=C6)=C(C#N)\C#N)[R36],O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1c2cc(C(OCCCCCCCC)=O)sc2c(c2cc3c(c4cc5c(c6c(C(c7cccc(OCCCCCC)c7)5c5cc(OCCCCCC)ccc5)cc(c5c7sc(C(OCCCCCCCC)=O)cc7c(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s5)s6)cc4C3(c3cccc(OCCCCCC)c3)c3cc(OCCCCCC)ccc3)s2)s1,,ATT-7,,,,
ATT-6,O=C1N([R36])/C(S/C1=C/C2=C3SC(C(O[R2])=O)=CC3=C(C4=CC5=C(C6=CC7=C(C8=C(C(C9=CC=CC([R14])=C9)7C%10=CC([R14])=CC=C%10)C=C(C%11=C%12C=C(C(O[R2])=O)SC%12=C(/C=C%13C(N([R36])/C(S\%13)=C(C#N)\C#N)=O)S%11)S8)C=C6C5(C%14=CC=CC([R14])=C%14)C%15=CC([R14])=CC=C%15)S4)S2)=C(C#N)\C#N,O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C/c1c2cc(C(OCCCCCCCC)=O)sc2c(c2cc3c(c4cc5c(c6c(C(c7cccc(CCCCCC)c7)5c5cc(CCCCCC)ccc5)cc(c5c7sc(C(OCCCCCCCC)=O)cc7c(/C=C7C(N(CC)/C(S\7)=C(C#N)/C#N)=O)s5)s6)cc4C3(c3cccc(CCCCCC)c3)c3cc(CCCCCC)ccc3)s2)s1,,ATT-6,,,,
Y1,O=C1c2c(C(/C1=C/c1sc3c4n([R4])c5c6n([R4])c(c(sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)c7)c7s7)c7c6c6nn([R4])nc6c5c4sc3c1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1sc3c4n(CC(CC)CCCC)c5c6n(CC(CC)CCCC)c(c(sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)c7)c7s7)c7c6c6nn(CC(CC)CCCC)nc6c5c4sc3c1)=C(C#N)\C#N)cccc2,,Y1,,,,
Y2,O=C1c2cscc2C(/C1=C/c1sc2c3n([R4])c4c5n([R4])c(c(sc(/C=C6C(c7cscc7C\6=C(C#N)\C#N)=O)c6)c6s6)c6c5c5nn([R4])nc5c4c3sc2c1)=C(C#N)\C#N,O=C1c2cscc2C(/C1=C/c1sc2c3n(CC(CC)CCCC)c4c5n(CC(CC)CCCC)c(c(sc(/C=C6C(c7cscc7C\6=C(C#N)\C#N)=O)c6)c6s6)c6c5c5nn(CC(CC)CCCC)nc5c4c3sc2c1)=C(C#N)\C#N,,Y2,,,,
BDTS-4Cl,[R4]c1sc(c2c3cc(c4sc(c5sc(/C=C6/C(c7c(C6=O)cc(Cl)c(Cl)c7)=C(C#N)/C#N)cc5[Si]5([R2])[R2])c5c4)sc3c(c3sc([R4])cc3)c3cc(c4cc([Si]([R2])(c5c6sc(/C=C7C(c8cc(Cl)c(Cl)cc8C\7=C(C#N)\C#N)=O)c5)[R2])c6s4)sc32)cc1,CC(CC)CCCCc1sc(c2c3cc(c4sc(c5sc(/C=C6/C(c7c(C6=O)cc(Cl)c(Cl)c7)=C(C#N)/C#N)cc5[Si]5(CCCCCCCC)CCCCCCCC)c5c4)sc3c(c3sc(CC(CC)CCCC)cc3)c3cc(c4cc([Si](CCCCCCCC)(c5c6sc(/C=C7C(c8cc(Cl)c(Cl)cc8C\7=C(C#N)\C#N)=O)c5)CCCCCCCC)c6s4)sc32)cc1,,BDTS-4Cl,,,,
BDTC-4Cl,[R4]c1sc(c2c3cc(c4sc(c5sc(/C=C6/C(c7c(C6=O)cc(Cl)c(Cl)c7)=C(C#N)/C#N)cc5C5([R2])[R2])c5c4)sc3c(c3sc([R4])cc3)c3cc(c4cc(C([R2])(c5c6sc(/C=C7C(c8cc(Cl)c(Cl)cc8C\7=C(C#N)\C#N)=O)c5)[R2])c6s4)sc32)cc1,CC(CC)CCCCc1sc(c2c3cc(c4sc(c5sc(/C=C6/C(c7c(C6=O)cc(Cl)c(Cl)c7)=C(C#N)/C#N)cc5C5(CCCCCCCC)CCCCCCCC)c5c4)sc3c(c3sc(CC(CC)CCCC)cc3)c3cc(c4cc(C(CCCCCCCC)(c5c6sc(/C=C7C(c8cc(Cl)c(Cl)cc8C\7=C(C#N)\C#N)=O)c5)CCCCCCCC)c6s4)sc32)cc1,,BDTC-4Cl,,,,
BTA701,[R14]c1ccc(C(c2cc3c(C(c4ccc([R14])cc4)(c4ccc([R14])cc4)c4cc(c5ccc(/C=C/c6ccc(C#N)cc6)c6c5nn([R2])n6)sc43)cc32)(c2ccc([R14])cc2)c2c3sc(c3ccc(/C=C/c4ccc(C#N)cc4)c4c3nn([R2])n4)c2)cc1,CCCCCCc1ccc(C(c2cc3c(C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4cc(c5ccc(/C=C/c6ccc(C#N)cc6)c6c5nn(CCCCCCCC)n6)sc43)cc32)(c2ccc(CCCCCC)cc2)c2c3sc(c3ccc(/C=C/c4ccc(C#N)cc4)c4c3nn(CCCCCCCC)n4)c2)cc1,,BTA701,,,,
BTA3,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7ccc(/C=C8S/C(N(CC)C\8=O)=C(C#N)/C#N)c8c7nn([R2])n8)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2ccc(/C=C4S/C(N(CC)C\4=O)=C(C#N)/C#N)c4c2nn([R2])n4)c3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7ccc(/C=C8S/C(N(CC)C\8=O)=C(C#N)/C#N)c8c7nn(CCCCCCCC)n8)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2ccc(/C=C4S/C(N(CC)C\4=O)=C(C#N)/C#N)c4c2nn(CCCCCCCC)n4)c3)cc1,,BTA3,,,,
BTA703,CC(C)(C(/C=C/c1ccc(c2sc(c3c4cc(c5sc(c6ccc(/C=C/C7C(C#N)/C(OC7(C)C)=C(C#N)\C#N)c7c6nn([R2])n7)cc5C5(c6ccc([R14])cc6)c6ccc([R14])cc6)c5c3)c(C4(c3ccc([R14])cc3)c3ccc([R14])cc3)c2)c2nn([R2])nc21)C/1C#N)OC1=C(C#N)\C#N,CC(C)(C(/C=C/c1ccc(c2sc(c3c4cc(c5sc(c6ccc(/C=C/C7C(C#N)/C(OC7(C)C)=C(C#N)\C#N)c7c6nn(CCCCCCCC)n7)cc5C5(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)c5c3)c(C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2)c2nn(CCCCCCCC)nc21)C/1C#N)OC1=C(C#N)\C#N,,BTA703,,,,
Py-1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)sc3c3c2c2ccc(cc(c4c(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)cc(/C=C6C(c7c(C\6=C(C#N)\C#N)cc(F)c(F)c7)=O)s4)c5c4cc5)c4c2c5c3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)sc3c3c2c2ccc(cc(c4c(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)cc(/C=C6C(c7c(C\6=C(C#N)\C#N)cc(F)c(F)c7)=O)s4)c5c4cc5)c4c2c5c3)cc1,,Py-1,,,,
Py-2,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc(C(c2ccc([R14])cc2)2c3ccc([R14])cc3)c(c3c2c2ccc(c4c52)c(C(c2ccc([R14])cc2)(c2c6sc(/C=C7/C(c8c(C7=O)cc(F)c(F)c8)=C(C#N)/C#N)c2)c2ccc([R14])cc2)c6cc4ccc5c3)s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc(C(c2ccc(CCCCCC)cc2)2c3ccc(CCCCCC)cc3)c(c3c2c2ccc(c4c52)c(C(c2ccc(CCCCCC)cc2)(c2c6sc(/C=C7/C(c8c(C7=O)cc(F)c(F)c8)=C(C#N)/C#N)c2)c2ccc(CCCCCC)cc2)c6cc4ccc5c3)s1,,Py-2,,,,
ICz-Rd2,O=C(/C(S1)=C/c2ccc(c3cc4n([R4])c5cc6c7ccc(c8ccc(/C=C9SC(N(CC)C\9=O)=S)c9c8nsn9)cc7n([R4])c6cc5c4cc3)c3c2nsn3)N(CC)C1=S,O=C(/C(S1)=C/c2ccc(c3cc4n(CC(CC)CCCC)c5cc6c7ccc(c8ccc(/C=C9SC(N(CC)C\9=O)=S)c9c8nsn9)cc7n(CC(CC)CCCC)c6cc5c4cc3)c3c2nsn3)N(CC)C1=S,,ICz-Rd2,,,,
ICz-RdCN2,O=C(N/1[R14])/C(SC1=C(C#N)/C#N)=C/C2=CC=C(C3=NSN=C32)C4=CC5=C(C=C4)C6=CC7=C(C8=CC=C(C=C8N7[R4])C9=CC=C(C%10=NSN=C%109)/C=C%11S/C(N(C\%11=O)[R14])=C(C#N)\C#N)C=C6N5[R4],O=C(/C(S/1)=C/c2ccc(c3cc4n(CC(CC)CCCC)c5cc6c7ccc(c8ccc(/C=C9S/C(N(CC)C\9=O)=C(C#N)/C#N)c9c8nsn9)cc7n(CC(CC)CCCC)c6cc5c4cc3)c3c2nsn3)N(CC)C1=C(C#N)/C#N,,ICz-RdCN2,,,,
DF-TCIC,O=C1c2c(C(/C1=C/c1sc3c(C([R4])([R4])c4cc(c5sc(c6cc(C7([R4])[R4])c(c8c7cc(/C=C7C(c9ccccc9C\7=C(C#N)\C#N)=O)s8)s6)c(F)c5F)sc43)c1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1sc3c(C(CC(CC)CCCC)(CC(CC)CCCC)c4cc(c5sc(c6cc(C7(CC(CC)CCCC)CC(CC)CCCC)c(c8c7cc(/C=C7C(c9ccccc9C\7=C(C#N)\C#N)=O)s8)s6)c(F)c5F)sc43)c1)=C(C#N)\C#N)cccc2,,DF-TCIC,,,,
